EmployeeID,SSN_Synthetic,FirstName,LastName,FullName,Street,City,State,ZipCode,DateOfBirth,DateOfEntryService,Email,Rank,DutyStatus,BasePay,Bonus,IsAnomaly,AnomalyType
EMP16235,213-84-1766,Daniel,Jones,Daniel Jones,34236 Sarah Streets Apt. 033,Stephenburgh,KS,53791,1991-09-17,1998-05-16,turnerelizabeth@example.net,PV2,Active,1953.16,232.88,0,Normal
EMP16236,499-57-4687,Melissa,Owen,Melissa Owen,008 Page Divide Suite 690,Port Desiree,SD,87357,1997-09-23,2003-02-18,owensjacob@example.org,PV2,TDY,1919.42,0.0,0,Normal
EMP16237,813-30-0153,Fernando,Moore,Fernando Moore,22894 Myers Falls Suite 523,East Abigail,FL,82238,1989-12-31,1996-04-26,allenrivera@example.net,SPC,Active,2231.38,0.0,0,Normal
EMP16238,146-62-9989,Shawn,Hall,Shawn Hall,46771 Ellen Meadow,Diaztown,NV,56451,1976-10-11,1985-01-14,karen53@example.net,CW2,Active,3842.21,0.0,0,Normal
EMP16239,554-38-7512,Martin,Clark,Martin Clark,39847 Jimmy Forge,Jenniferberg,AZ,17154,1973-04-19,1982-11-10,pottslauren@example.net,CW2,Leave,3866.72,0.0,0,Normal
EMP16240,658-82-8114,Mitchell,Rosario,Mitchell Rosario,0507 Hendricks Green,Blairville,MP,62928,1970-07-23,1978-03-20,mallory61@example.net,SGM,Active,4720.34,0.0,0,Normal
EMP16241,801-89-5624,Amber,Ward,Amber Ward,727 Matthew Well,East Ericton,AS,77169,1981-11-20,1987-06-02,ilong@example.com,SGM,Active,4647.41,0.0,0,Normal
EMP16242,544-59-8414,Misty,Hernandez,Misty Hernandez,3379 Laura Courts,North Christopher,AR,16128,1986-10-11,1995-08-07,youngmichael@example.net,1SG,Active,4085.57,0.0,0,Normal
EMP16243,183-77-5216,Thomas,Mendez,Thomas Mendez,0740 Carmen Knoll,New Teresaview,UT,47026,2007-01-22,2013-02-03,snydergerald@example.org,CW3,Active,4300.1,147.02,0,Normal
EMP16244,758-95-0025,Nicole,Wright,Nicole Wright,20542 Daniel Fall Suite 549,Hornborough,PW,26099,2002-12-09,2011-08-14,jamesroberts@example.com,CPL,Active,2398.68,0.0,0,Normal
EMP16245,785-41-3105,Sandra,Torres,Sandra Torres,995 Joseph Brooks Apt. 059,Cannonstad,CA,80727,1999-07-30,2004-01-23,ncrawford@example.net,SGT,Active,2808.61,0.0,0,Normal
EMP16246,358-70-1372,Mark,Clark,Mark Clark,3427 Wells Underpass Apt. 259,North Robert,FM,52846,1981-10-21,1990-01-04,lisaanderson@example.net,2LT,Active,3970.37,0.0,0,Normal
EMP16247,177-80-4861,Tammy,Hernandez,Tammy Hernandez,15630 Brittany Island Suite 363,Barnettberg,SD,54057,1994-07-18,2001-09-14,bradbennett@example.com,CPL,Active,2253.0,0.0,0,Normal
EMP16248,801-10-6097,Alyssa,Barnett,Alyssa Barnett,33138 Bradley Ports Apt. 211,Port Edwin,MP,23162,1987-01-30,1991-09-10,william15@example.net,WO1,Active,3336.76,0.0,0,Normal
EMP16249,814-50-2911,Kimberly,Nichols,Kimberly Nichols,0191 Baker Plain Apt. 644,Port Mary,AL,06082,1979-11-25,1982-10-06,hramos@example.com,WO1,TDY,3369.16,0.0,0,Normal
EMP16250,829-19-2934,Kelly,Parsons,Kelly Parsons,646 Hampton Crest Suite 234,North Cheryl,VT,57663,1986-01-31,1989-02-24,leeandre@example.net,PV1,Active,1961.67,0.0,0,Normal
EMP16251,609-79-4550,Christopher,King,Christopher King,47891 Thomas Ridges,Hernandezchester,OR,80377,1973-10-17,1979-07-17,pearsonwillie@example.org,CW2,Active,4172.1,0.0,0,Normal
EMP16252,647-06-5352,Alicia,Robinson,Alicia Robinson,6020 Adam Flat Apt. 853,Lopezville,AL,42675,1976-12-27,1986-04-22,josephmercado@example.org,SPC,TDY,2160.96,251.33,0,Normal
EMP16253,250-30-2906,Taylor,Tran,Taylor Tran,9299 Brian Locks,Martinmouth,WV,57667,2006-11-10,2015-03-11,nicolemason@example.com,SGT,Leave,2779.11,0.0,0,Normal
EMP16254,001-10-3111,John,Mccullough,John Mccullough,518 Thompson Motorway,East Ryanport,WI,14743,1983-04-25,1990-04-23,elizabethmoody@example.org,PFC,Active,2086.39,0.0,0,Normal
EMP16255,098-84-0712,Brittany,Nunez,Brittany Nunez,2791 Nguyen Track,South Stephaniefort,NM,51047,1984-10-17,1988-04-10,ucampos@example.com,PV2,Leave,2014.29,209.71,0,Normal
EMP16256,361-76-6865,Steven,Medina,Steven Medina,431 Stuart Mills,Wilsonhaven,UT,15006,1980-10-23,1985-10-02,amberevans@example.net,SPC,Active,2186.9,0.0,0,Normal
EMP16257,142-42-7344,Michael,Ewing,Michael Ewing,665 Ferguson Track,New Molly,OK,12848,2003-04-18,2010-09-07,kylehunter@example.net,SSG,TDY,3058.13,0.0,0,Normal
EMP16258,312-09-7175,Danny,Nelson,Danny Nelson,074 Beth Rest Apt. 747,Port Christina,NE,77868,1980-07-02,1989-05-29,jwashington@example.org,SFC,Active,3335.82,0.0,0,Normal
EMP16259,532-81-5626,Joyce,Parks,Joyce Parks,8599 Sullivan Club Apt. 984,South Stevenport,MP,60575,2007-02-02,2016-10-06,raymondperkins@example.net,PV1,Active,1882.72,0.0,0,Normal
EMP16260,410-38-9059,Eileen,Silva MD,Eileen Silva MD,0928 Liu Islands Apt. 102,Taylormouth,AZ,52498,1976-09-16,1982-04-21,smithamy@example.com,PV1,TDY,1860.96,0.0,0,Normal
EMP16261,854-96-1737,Heather,Garcia,Heather Garcia,88983 Mark Inlet,New Brooke,NJ,34830,2005-10-28,2012-10-12,robert30@example.org,SFC,Active,3762.11,0.0,0,Normal
EMP16262,786-73-3139,Suzanne,Williams,Suzanne Williams,56619 Newman Brook,Paulville,OH,34718,1999-11-13,2003-08-12,qirwin@example.com,PV1,Active,1810.91,0.0,0,Normal
EMP16263,705-16-0780,Anthony,Juarez,Anthony Juarez,187 Robert Row,North Danielborough,NE,49307,1998-11-03,2004-01-24,josephphillips@example.com,PFC,Leave,2160.86,0.0,0,Normal
EMP16264,353-79-9788,Teresa,Long,Teresa Long,568 Cardenas Landing Apt. 406,Port Kimberly,DE,42916,1978-05-24,1980-08-24,ibrennan@example.com,SPC,TDY,2207.6,0.0,0,Normal
EMP16265,315-62-6371,Cathy,Wyatt,Cathy Wyatt,053 Sarah Rue,Scotttown,KS,65893,1998-05-25,2003-04-18,amber55@example.net,CW4,Active,5310.95,0.0,0,Normal
EMP16266,171-90-9764,Erika,Davis,Erika Davis,350 Rivas Dam,Masonstad,IL,13821,1984-08-09,1990-10-29,smithjohn@example.org,PV2,TDY,1934.06,0.0,0,Normal
EMP16267,176-24-9576,Tara,Jones,Tara Jones,27726 Herrera Plains Apt. 958,Jennifermouth,OH,43063,1982-01-08,1987-01-23,george52@example.net,SPC,Active,2289.04,296.86,0,Normal
EMP16268,236-98-5999,Brian,Shaw,Brian Shaw,9171 Matthew Center Apt. 549,West Shaneport,KY,62316,1990-09-19,2000-02-24,michaelthomas@example.com,SPC,Leave,2158.5,0.0,0,Normal
EMP16269,128-68-3568,Sarah,Phillips,Sarah Phillips,59497 Jordan Vista Apt. 053,Dixontown,IN,26090,2005-06-08,2010-01-09,ymiller@example.org,CW5,TDY,5369.72,0.0,0,Normal
EMP16270,202-02-4674,Matthew,Sellers,Matthew Sellers,0878 Lisa Point,West Laurafort,ND,62788,1983-02-14,1991-01-30,rwhite@example.org,PV2,Active,2000.13,0.0,0,Normal
EMP16271,286-49-8136,Jeremy,Torres,Jeremy Torres,353 Burnett Tunnel Apt. 189,West Rogerfort,ID,38844,1990-10-10,1993-03-20,mossscott@example.com,MSG,Active,3933.43,0.0,0,Normal
EMP16272,568-44-7860,Jennifer,Frederick,Jennifer Frederick,36299 Oneal Roads Suite 450,Lake Benjaminton,ND,78564,1980-07-04,1982-09-17,barbaraschmidt@example.org,CSM,TDY,4975.14,0.0,0,Normal
EMP16273,898-48-8033,Michael,Fernandez,Michael Fernandez,844 Debra Loaf Suite 884,Aguilarmouth,GA,74037,1992-08-09,1997-09-11,cynthia95@example.net,SGT,Active,2851.47,0.0,0,Normal
EMP16274,084-60-0236,Natalie,Kirby,Natalie Kirby,21797 Lori Hills,Lake Charlene,VI,59726,1978-01-17,1986-04-08,karen84@example.com,SPC,Active,2168.36,0.0,0,Normal
EMP16275,350-97-7118,Rachel,Norton,Rachel Norton,7286 Christopher Stream,Lake Anthony,NC,66401,1991-10-24,1994-10-17,rowebelinda@example.net,CW5,Active,5728.71,0.0,0,Normal
EMP16276,213-29-6123,Angela,Landry,Angela Landry,009 Martha Mills Suite 905,Dylanchester,NE,77204,2002-11-25,2009-07-30,burtondiane@example.net,1SG,TDY,4170.59,0.0,0,Normal
EMP16277,255-69-2059,Alicia,Bowen,Alicia Bowen,532 Smith Summit,North Barbarashire,CO,01868,2003-10-12,2009-06-20,pparker@example.com,2LT,TDY,3682.7,0.0,0,Normal
EMP16278,307-28-7554,Nathaniel,Williams,Nathaniel Williams,858 Melissa Stravenue,North Justinton,FM,18278,1993-03-25,2002-11-24,richardbullock@example.net,PFC,Active,2137.71,0.0,0,Normal
EMP16279,895-97-7049,James,Morales DVM,James Morales DVM,58969 Jason Garden,Lake Adrianmouth,ND,42674,2005-07-28,2012-05-23,richardsonstephanie@example.com,PFC,Active,2013.56,0.0,0,Normal
EMP16280,859-66-3932,George,Cruz,George Cruz,97925 Clarke Crescent Apt. 643,Huberton,TN,18067,1986-03-16,1990-04-08,dtucker@example.org,CW2,Leave,4090.83,0.0,0,Normal
EMP16281,210-43-8773,Jennifer,Cannon,Jennifer Cannon,0534 Adriana Lane Suite 416,North Patriciamouth,MD,83680,1980-03-22,1986-10-31,robert40@example.com,SFC,Active,3766.88,0.0,0,Normal
EMP16282,649-34-4434,Michael,Payne,Michael Payne,3042 Barnes Manors,Port William,CT,35011,1977-11-28,1981-08-11,wwilson@example.net,PV2,TDY,1936.95,0.0,0,Normal
EMP16283,893-41-5745,Rebecca,House,Rebecca House,067 Green Throughway Apt. 922,Sheenahaven,NH,35840,1985-02-01,1994-01-02,foleyjoel@example.com,1SG,Active,4244.94,0.0,0,Normal
EMP16284,785-05-3328,Jody,Singleton,Jody Singleton,4306 Kristina Throughway,Combsview,WI,94983,2006-01-11,2015-09-26,stacey98@example.net,PFC,TDY,2137.63,0.0,0,Normal
EMP16285,116-45-3163,Christine,Harrison,Christine Harrison,333 Campbell Mountains Suite 041,Lake Alan,AL,82118,1973-11-12,1982-08-23,lcosta@example.net,CSM,Active,5111.28,0.0,0,Normal
EMP16286,287-09-0323,Gregory,Cobb,Gregory Cobb,1231 Jennifer Knolls,Murraytown,KY,99848,1978-02-18,1981-12-19,zimmermantroy@example.net,SPC,Active,2181.72,0.0,0,Normal
EMP16287,558-60-0462,Daniel,Nelson,Daniel Nelson,109 Klein Inlet,Lake Sandraberg,WV,36814,1987-12-17,1994-08-03,yhernandez@example.com,CSM,Active,5192.95,0.0,0,Normal
EMP16288,313-49-8616,Christopher,Miller,Christopher Miller,2240 Collier Square Apt. 261,New Mariaton,AZ,25721,1997-02-16,2001-02-10,ygarcia@example.org,CW4,Active,5027.43,0.0,0,Normal
EMP16289,202-53-8909,Chase,Ross,Chase Ross,20095 Peter Unions,Griffithland,OK,47738,1972-11-11,1979-08-28,smithsteven@example.net,PV2,Active,2047.07,0.0,0,Normal
EMP16290,580-06-8345,Brendan,Sanchez,Brendan Sanchez,007 Christina Corners Apt. 072,North Daniel,ND,50396,1990-09-28,1997-02-27,pwilkerson@example.com,CW5,TDY,5913.05,0.0,0,Normal
EMP16291,845-29-4941,Bryan,Brock,Bryan Brock,4617 Ashley Plaza Apt. 707,Kirkchester,AR,19467,2003-03-03,2006-05-23,melissa22@example.com,CW3,TDY,4738.89,0.0,0,Normal
EMP16292,385-79-0371,James,Thomas,James Thomas,94120 Torres View,Salinasfort,FM,24132,1979-04-04,1985-09-09,emilyfisher@example.net,CPL,Active,2303.23,0.0,0,Normal
EMP16293,684-15-5238,Danny,Anderson,Danny Anderson,79480 Joseph Key Suite 985,South Benjaminville,CT,75863,1993-06-21,1997-08-06,jacksonrussell@example.com,SFC,Active,3742.2,0.0,0,Normal
EMP16294,768-30-7182,Rebekah,Dyer,Rebekah Dyer,8686 Jason Light Apt. 088,Larryview,AK,67501,1988-11-15,1996-01-17,daviladaniel@example.org,SSG,TDY,3145.25,129.79,0,Normal
EMP16295,460-06-8261,Ryan,Anderson,Ryan Anderson,0069 Phillip Stream Apt. 353,Amberhaven,NE,35945,2002-11-01,2006-06-05,davidandrews@example.net,CW3,TDY,4661.32,0.0,0,Normal
EMP16296,019-71-8504,Jeffrey,Hernandez,Jeffrey Hernandez,12372 Michael Isle,East Kathleentown,AR,03203,1997-05-11,2007-03-01,swright@example.net,CPL,Active,2282.71,0.0,0,Normal
EMP16297,394-73-2495,Kirk,Salazar,Kirk Salazar,899 David Crest,Yatestown,OR,12604,1996-11-20,2003-12-22,dominicsimpson@example.com,SFC,Active,3425.04,0.0,0,Normal
EMP16298,042-07-0378,Laura,Stevens,Laura Stevens,0854 Sherri Way,Castilloview,MS,32606,2005-08-22,2009-01-09,gabrielle36@example.org,PV1,TDY,1889.88,0.0,0,Normal
EMP16299,154-03-3099,Dana,Griffin,Dana Griffin,151 Benson Isle,Port Ashley,AS,41008,1976-01-11,1985-12-16,linda01@example.com,CW5,Leave,5964.83,0.0,0,Normal
EMP16300,734-07-1565,David,Gutierrez,David Gutierrez,5699 Campbell Squares,Michellechester,NV,19935,1983-04-15,1985-10-10,piercejoseph@example.net,SGT,Active,2848.52,0.0,0,Normal
EMP16301,145-05-8698,Michelle,Ryan,Michelle Ryan,822 William Ranch,Tammyberg,MH,51760,1970-07-14,1974-02-25,vincent17@example.com,PV1,Leave,1861.61,0.0,0,Normal
EMP16302,143-71-5440,Julie,Clarke,Julie Clarke,364 Stephanie Forges Suite 700,Christopherville,WI,73903,1991-07-17,1996-10-10,dunnglenda@example.org,PV2,Active,2092.09,167.23,0,Normal
EMP16303,131-72-3970,Vanessa,Reed,Vanessa Reed,6100 Guzman Forges,West Ronaldtown,AR,11675,1981-06-19,1983-08-08,stephenjohnson@example.net,CW4,Leave,5180.45,160.79,0,Normal
EMP16304,671-23-2365,Stuart,Bradley,Stuart Bradley,51204 Smith Street Suite 653,Larryton,FM,40538,1981-05-28,1986-01-26,obarnes@example.net,1SG,Active,4190.28,0.0,0,Normal
EMP16305,572-54-1362,Vincent,Rodriguez,Vincent Rodriguez,3057 Tamara Inlet,Bruceview,IA,46339,1989-11-05,1998-08-02,ikidd@example.org,PV2,Active,1955.62,0.0,0,Normal
EMP16306,283-10-7241,Nicole,Brady,Nicole Brady,2670 Boone Squares,Donovanfurt,FL,17543,1980-07-18,1983-02-03,cphelps@example.net,PFC,Active,2130.66,53.65,0,Normal
EMP16307,311-65-9268,Elaine,Mcdonald,Elaine Mcdonald,290 Michael Camp,Proctorville,AS,67381,1987-10-15,1997-04-07,jholder@example.org,SGT,Active,2519.61,0.0,0,Normal
EMP16308,263-74-2820,Dillon,Clark,Dillon Clark,6682 Edward Junction,Bridgesstad,GA,47282,1985-06-15,1989-04-05,bookerdonna@example.com,1SG,TDY,4276.61,0.0,0,Normal
EMP16309,826-23-1062,Anita,Martinez,Anita Martinez,88182 Wright Walks Suite 343,Ericaport,NY,66389,1988-09-14,1992-09-09,brenda68@example.org,1LT,Active,4465.74,229.61,0,Normal
EMP16310,122-91-6578,Sean,Smith,Sean Smith,02125 Gonzalez Summit,Christopherburgh,IA,04342,1997-01-05,2002-08-19,collinsjulie@example.net,WO1,Active,3603.38,0.0,0,Normal
EMP16311,638-78-0811,Tracy,Crawford,Tracy Crawford,860 James Circle,North Brooke,OH,78125,1998-04-15,2003-07-27,davisjoshua@example.org,CPL,TDY,2338.92,0.0,0,Normal
EMP16312,701-92-0835,Timothy,Li,Timothy Li,71978 Williams Summit,Lake Katherineberg,WV,47002,1983-09-22,1990-05-12,corey47@example.net,SSG,TDY,2983.62,226.11,0,Normal
EMP16313,889-57-8563,Tammy,Fuller,Tammy Fuller,75358 Jasmin Brooks,Livingstonside,NC,89105,1991-10-22,2000-11-09,ruizkimberly@example.net,PFC,Active,2144.81,0.0,0,Normal
EMP16314,603-82-6295,Julie,Dougherty,Julie Dougherty,0881 Daugherty Drives,East Erica,FM,99875,1973-04-08,1980-01-21,timothy18@example.org,CPL,Active,2315.03,0.0,0,Normal
EMP16315,199-99-2212,Darrell,West,Darrell West,102 Payne Spring Suite 578,North Geoffreyview,TN,38926,2002-06-16,2011-05-06,nancymaynard@example.org,CW5,Active,5742.3,0.0,0,Normal
EMP16316,871-47-2328,Andrew,Holder,Andrew Holder,574 Estrada Brooks Suite 751,Harveyville,IA,76269,1977-09-17,1986-07-18,morrisjill@example.com,CSM,Active,5187.55,200.51,0,Normal
EMP16317,296-70-4798,Jasmine,Smith,Jasmine Smith,35084 Julian Forest,New Amandabury,OK,18451,1989-09-25,1996-12-11,robinsonalejandro@example.org,SPC,Active,2299.8,0.0,0,Normal
EMP16318,239-40-9011,Rhonda,Cervantes,Rhonda Cervantes,02151 Alvarez Lakes Suite 463,Lake Mindy,RI,43754,1998-05-15,2004-04-15,davismark@example.org,MAJ,Active,5307.91,0.0,0,Normal
EMP16319,789-10-7358,Jennifer,Mack,Jennifer Mack,8961 Kennedy Plaza,Manuelville,DC,72067,1988-03-26,1993-01-31,grivera@example.org,PFC,Active,2101.34,0.0,0,Normal
EMP16320,303-38-7130,Pamela,Jimenez,Pamela Jimenez,5426 Kathryn Valleys,Martinfurt,AK,20621,1985-05-19,1988-08-27,kelsey67@example.com,SGT,Active,2789.76,0.0,0,Normal
EMP16321,543-03-3043,Austin,Garcia,Austin Garcia,08715 Trujillo Throughway Suite 837,East Connormouth,ME,30420,1979-01-23,1983-01-11,ephillips@example.com,SGT,Leave,2868.91,0.0,0,Normal
EMP16322,257-18-0169,Michele,Powers,Michele Powers,29254 Jennings Lodge Apt. 728,Wendymouth,MT,56679,2003-09-09,2006-01-31,ydelgado@example.net,SFC,TDY,3613.6,0.0,0,Normal
EMP16323,517-61-9952,Tracy,Heath,Tracy Heath,3867 Holt Knolls,East Patricia,NE,95139,1983-07-09,1989-04-10,russellemily@example.org,CW2,TDY,3822.41,0.0,0,Normal
EMP16324,086-42-9768,Taylor,Chaney,Taylor Chaney,05534 Michael Burg,South James,MT,97783,1987-05-11,1996-12-16,qpatterson@example.org,MSG,Active,3807.49,0.0,0,Normal
EMP16325,866-24-7813,Matthew,Morris,Matthew Morris,78977 Cooper Estate Suite 190,Port Kimberly,KS,19789,1990-10-30,1996-10-16,michellebrady@example.org,PV2,Leave,2068.15,0.0,0,Normal
EMP16326,124-63-1747,Catherine,Mccarthy,Catherine Mccarthy,271 Kathleen Village,Greerfort,NE,80028,2000-06-08,2009-06-17,xmartin@example.com,SGT,Active,2742.28,0.0,0,Normal
EMP16327,031-24-6771,Kimberly,Wilson,Kimberly Wilson,698 Antonio Extensions Apt. 690,New Melissa,HI,25035,1980-03-02,1985-08-15,davistiffany@example.com,CSM,Active,4762.9,176.54,0,Normal
EMP16328,457-06-5611,Debra,Poole,Debra Poole,8017 Stephenson Trace,East Lindaland,MO,25931,1981-12-27,1988-02-26,pughkelly@example.org,1SG,Active,4210.04,0.0,0,Normal
EMP16329,408-97-5327,Russell,White,Russell White,9317 Anna Tunnel Suite 638,New Jeffreyshire,AZ,97682,1983-08-23,1986-01-22,bruce59@example.net,PV2,TDY,2001.2,0.0,0,Normal
EMP16330,306-99-9228,Michael,Robinson,Michael Robinson,72728 Ernest Ports,Port Paulstad,SD,06760,2006-11-15,2010-08-07,bbrown@example.net,SGT,Active,2792.98,0.0,0,Normal
EMP16331,508-47-6764,Matthew,Holloway,Matthew Holloway,84539 Baker Summit Suite 070,Turnertown,MT,98566,1998-01-03,2001-08-11,jacksonamy@example.net,PFC,TDY,2144.91,0.0,0,Normal
EMP16332,254-27-2840,Sarah,Jackson,Sarah Jackson,21543 Joshua Plains,New Jeffreyburgh,MI,25722,1976-06-21,1979-10-08,bernardjohn@example.org,PFC,Active,2137.41,0.0,0,Normal
EMP16333,774-32-3158,James,Pearson,James Pearson,0193 Campbell Underpass Apt. 369,Heatherborough,RI,25881,1972-03-19,1977-12-13,kellysanchez@example.org,PV2,Active,2004.12,0.0,0,Normal
EMP16334,147-32-8134,Robert,Johnson,Robert Johnson,24412 Sean Isle,Edwardsberg,AR,15954,1998-06-26,2000-09-25,egonzalez@example.com,SGM,Active,4592.53,0.0,0,Normal
EMP16335,720-30-1637,Diana,Jones,Diana Jones,2941 Rachel Junctions,New Davidfurt,NV,10464,1990-06-20,1998-06-08,uwatson@example.com,WO1,Active,3568.45,0.0,0,Normal
EMP16336,546-35-5168,Sarah,Hill,Sarah Hill,86461 Jacqueline River Suite 173,North Ashleyburgh,TN,97733,1978-02-28,1983-03-24,josephlee@example.net,PV1,TDY,1911.93,0.0,0,Normal
EMP16337,144-34-7638,Michael,Dalton,Michael Dalton,51432 Bonnie Cove Suite 308,Washingtonshire,NH,84087,1976-08-25,1982-07-29,nicholasfigueroa@example.org,SGM,Active,4484.93,0.0,0,Normal
EMP16338,204-27-3842,Kathryn,Young,Kathryn Young,581 Jill Avenue Suite 877,South Trevorfurt,MP,75812,1979-11-16,1988-04-23,briannaandersen@example.com,PFC,TDY,2062.28,0.0,0,Normal
EMP16339,544-25-8872,Shane,Bender,Shane Bender,7846 Brown Pike,Danastad,WA,69614,1993-07-20,2000-07-10,teresaflores@example.com,PV2,Active,1994.15,0.0,0,Normal
EMP16340,891-45-0142,Richard,Smith,Richard Smith,7292 Torres Forge Suite 519,Jacksonburgh,HI,24561,2001-12-16,2008-04-04,fergusonmichael@example.net,PV1,TDY,1878.38,0.0,0,Normal
EMP16341,252-36-1429,Stephen,Evans,Stephen Evans,639 Gilmore Rue,North Melissaburgh,WY,21803,1997-01-19,2006-02-09,ashley29@example.org,CSM,TDY,4799.4,0.0,0,Normal
EMP16342,238-79-1227,Mary,Foster,Mary Foster,26604 Clayton Center Suite 632,South Maryton,AK,94502,1970-05-11,1973-03-27,mclaughlinchristopher@example.org,1LT,Leave,4046.46,0.0,0,Normal
EMP16343,498-85-0611,Curtis,Harvey,Curtis Harvey,47119 Patrick Avenue,South Tammyhaven,FL,60978,1986-02-26,1989-03-30,ricardo61@example.net,1SG,Leave,4257.77,0.0,0,Normal
EMP16344,093-57-6974,Amy,Cantrell,Amy Cantrell,4385 Alexis Islands,South Glenn,KY,56030,1997-11-20,2002-06-26,meredithnunez@example.org,PFC,Active,2051.61,0.0,0,Normal
EMP16345,398-67-5932,Ashley,Day,Ashley Day,1642 Jennifer Loaf Suite 441,South Guy,NJ,86810,1982-12-06,1992-10-09,wtapia@example.org,WO1,Leave,3481.31,58.46,0,Normal
EMP16346,579-25-2826,Christine,King,Christine King,90461 Murphy Junctions Apt. 887,North Maryfort,RI,81175,1998-02-27,2001-06-03,heidi02@example.com,CW4,Active,5392.04,0.0,0,Normal
EMP16347,379-96-3693,Derek,Adams,Derek Adams,34565 Walter Loaf Suite 790,West Morgan,WI,70764,1984-05-11,1993-02-18,iwilkinson@example.com,MSG,Active,3962.27,0.0,0,Normal
EMP16348,329-76-9887,John,Gonzalez,John Gonzalez,410 Caitlin Forks Suite 574,North Peter,KY,31231,1972-04-06,1977-11-30,conleyantonio@example.org,MAJ,Leave,5854.7,0.0,0,Normal
EMP16349,463-84-5758,Deborah,Simmons,Deborah Simmons,6143 Wagner Pike Suite 437,South Jessicaland,ND,99125,2001-11-24,2010-07-08,ascott@example.com,SFC,Leave,3421.85,0.0,0,Normal
EMP16350,012-67-5048,Jasmine,Hall,Jasmine Hall,4185 Shawna Drive,Alvarezburgh,OK,14918,1978-05-20,1984-09-07,blake78@example.com,PFC,Leave,2162.78,0.0,0,Normal
EMP16351,483-90-1971,David,Jenkins,David Jenkins,50337 Melendez Ramp Apt. 306,Newmanborough,AK,53526,1970-10-31,1979-03-11,isaacwhite@example.com,MSG,Active,3894.46,0.0,0,Normal
EMP16352,770-27-9383,Maria,Parsons,Maria Parsons,788 Murphy Parkway,Ericaton,MS,62200,2001-10-16,2011-10-09,rharris@example.org,SPC,Active,2219.22,0.0,0,Normal
EMP16353,700-93-7255,Sheena,Gordon,Sheena Gordon,0550 Duncan Dam Apt. 704,Hubbardland,ND,53122,2004-06-28,2011-06-25,russelljamie@example.org,CPL,TDY,2213.92,0.0,0,Normal
EMP16354,720-42-3344,Christopher,Galvan,Christopher Galvan,3992 Emily Port,South David,FL,55378,1974-03-10,1980-06-08,stevenellis@example.org,SFC,Active,3630.08,157.94,0,Normal
EMP16355,310-88-9856,Ronald,Bishop,Ronald Bishop,9420 Jennifer Ramp,North Emily,IA,43339,2005-10-09,2014-04-13,rodriguezmichael@example.net,PV2,Leave,1929.84,0.0,0,Normal
EMP16356,761-36-4020,Xavier,George,Xavier George,587 Aaron Green,West Jesse,PW,67692,1997-12-04,2006-10-29,terrykirsten@example.net,SSG,TDY,3172.61,0.0,0,Normal
EMP16357,741-85-2326,Joshua,Perry,Joshua Perry,6431 Ware Pines,North Noahview,FM,76643,1974-07-27,1984-03-09,murphyjames@example.com,SSG,Active,3293.03,0.0,0,Normal
EMP16358,412-20-8663,Anthony,George,Anthony George,4070 Anthony Roads,New Danielleland,NH,21385,1972-08-06,1981-02-16,carolineperry@example.org,CPL,Active,2280.84,0.0,0,Normal
EMP16359,553-01-6931,Sarah,Nguyen,Sarah Nguyen,072 Bean Ferry,Welchland,CA,55413,1989-08-01,1992-04-12,ballnicole@example.com,PV2,Active,2040.67,0.0,0,Normal
EMP16360,689-34-4598,John,Myers,John Myers,082 John Crest,Brownburgh,MT,26010,1976-12-09,1980-03-02,jeffery96@example.net,CW2,Leave,3894.1,0.0,0,Normal
EMP16361,373-32-0147,Felicia,Boyd,Felicia Boyd,12042 Martin Wells Suite 369,New Christopherberg,IN,60601,1981-12-15,1990-12-18,andreaadams@example.com,CSM,Active,4843.62,0.0,0,Normal
EMP16362,772-11-8730,Tammy,Brown,Tammy Brown,702 Allen Island Apt. 405,Jeffreychester,KS,66198,1997-01-03,2006-06-08,xclarke@example.com,SFC,Active,3394.11,0.0,0,Normal
EMP16363,204-92-8929,Donald,Walker,Donald Walker,819 Johnson Course,East William,AK,74064,1977-01-07,1986-03-10,lrobinson@example.com,PV1,Active,1855.01,0.0,0,Normal
EMP16364,634-47-9460,Caitlin,Henderson,Caitlin Henderson,35116 Michael Key Suite 078,South Christianport,MP,82898,1969-11-19,1979-06-21,janetwilliams@example.org,PFC,Active,2084.38,249.67,0,Normal
EMP16365,705-72-3599,Dr.,Sharon James,Dr. Sharon James,525 Clark Grove Apt. 928,East Steven,KY,84387,1989-02-18,1993-09-27,megan03@example.org,CPT,TDY,4936.75,0.0,0,Normal
EMP16366,094-97-0772,Austin,Gentry,Austin Gentry,76724 John Points Suite 969,Coxberg,NY,65187,1990-11-28,1997-08-11,hernandezernest@example.net,SFC,Active,3439.1,0.0,0,Normal
EMP16367,270-65-2928,Janice,Carlson,Janice Carlson,480 Erin Plain Suite 514,Mooretown,VA,94830,1998-03-03,2007-12-30,harrellkenneth@example.net,SGM,Active,4493.29,0.0,0,Normal
EMP16368,081-11-7963,Brittany,Farmer,Brittany Farmer,570 Sarah Wells,Johnbury,FM,74865,2003-12-28,2007-02-18,spenceamanda@example.org,SPC,Active,2171.8,0.0,0,Normal
EMP16369,226-01-1164,Theresa,Martin,Theresa Martin,83465 Lam Mission Apt. 331,Andrewside,IN,77629,1978-03-07,1980-08-30,perezrebecca@example.com,2LT,TDY,3989.25,0.0,0,Normal
